SERIALNUMBER	BOTTOM	COVERLAY	DIELECTRIC	INNER	ALL
20UPGPQ4617089	31.20	87.70	84.80	12.00	231.00	32.90
20UPGPQ4617090	30.20	88.20	83.80	13.00	229.50	33.40
20UPGPQ4617091	31.20	87.20	85.30	10.50	230.00	32.40
20UPGPQ4617093	32.70	88.70	83.80	12.00	233.00	33.90
20UPGPQ4617094	32.20	88.20	82.80	12.00	233.50	34.40
20UPGPQ4617096	32.20	88.70	82.80	13.00	235.50	36.40
20UPGPQ4617097	31.20	88.20	87.80	11.50	234.50	30.90
20UPGPQ4617098	28.70	86.20	85.30	10.50	228.50	30.40
20UPGPQ4617099	27.20	87.70	84.80	11.50	226.50	29.90
20UPGPQ4617100	29.20	88.20	84.80	10.00	228.00	30.40
20UPGPQ4617101	33.20	88.20	85.80	11.00	232.50	32.90
20UPGPQ4617102	30.20	87.20	84.30	12.00	229.00	32.90
20UPGPQ4617103	30.20	86.20	85.30	11.50	228.00	31.90
20UPGPQ4617104	29.20	88.70	83.80	12.00	228.00	30.90
20UPGPQ4617105	33.20	88.70	85.30	12.00	235.50	33.90
20UPGPQ4617106	32.70	88.70	82.80	13.50	233.00	34.40
20UPGPQ4617108	30.20	87.20	84.80	13.00	231.50	31.90
20UPGPQ4617109	34.20	88.20	84.80	12.50	233.50	32.90
20UPGPQ4617111	33.70	87.20	84.80	11.50	231.50	31.40
20UPGPQ4617114	32.20	87.20	84.80	12.50	229.50	29.40
20UPGPQ4617115	33.20	87.20	84.80	10.50	230.50	29.40
20UPGPQ4617117	31.20	88.70	84.30	13.50	231.00	30.90
20UPGPQ4617118	31.70	89.20	84.80	12.00	228.00	28.40
20UPGPQ4617120	33.70	85.70	86.30	11.00	229.50	28.90
20UPGPQ4617121	32.70	87.20	86.30	11.00	233.50	31.90
20UPGPQ4617123	30.70	88.20	85.30	11.50	230.00	30.40
20UPGPQ4617125	32.70	86.70	86.30	10.50	232.00	31.40
20UPGPQ4617126	30.20	87.70	84.30	11.50	227.00	29.90
20UPGPQ4617127	31.70	88.70	84.30	11.00	227.50	29.40
20UPGPQ4617128	30.70	87.70	84.80	11.50	227.50	27.90
20UPGPQ4617130	30.20	87.20	85.30	11.00	227.50	28.40
20UPGPQ4617131	30.20	88.20	83.30	11.50	225.00	30.40
20UPGPQ4617132	31.20	85.70	84.30	11.00	225.50	28.90
20UPGPQ4617133	36.20	87.20	85.30	10.50	235.00	32.90
20UPGPQ4617134	32.20	88.70	86.30	12.00	232.00	31.90
20UPGPQ4617135	33.20	87.20	85.80	10.50	234.50	33.90
20UPGPQ4617136	34.70	88.20	85.80	10.00	236.50	34.90
20UPGPQ4617137	31.70	88.20	83.80	13.00	232.00	33.40
20UPGPQ4617138	30.70	86.70	85.80	10.00	228.50	28.40
20UPGPQ4617139	31.70	87.70	85.30	12.00	231.00	31.40
20UPGPQ4617140	30.70	88.70	84.30	13.50	232.50	33.90
20UPGPQ4617141	31.20	87.70	84.80	11.50	230.00	31.90
20UPGPQ4617142	30.20	88.20	85.30	12.50	228.00	31.40
20UPGPQ4617143	29.70	87.20	84.30	12.50	230.50	32.90
20UPGPQ4617144	32.20	88.20	83.80	12.00	231.00	33.40
20UPGPQ4617145	32.70	88.20	84.30	12.00	235.00	33.90
20UPGPQ4617146	31.70	88.70	85.80	11.00	230.50	31.40
20UPGPQ4617147	32.20	87.20	85.80	11.00	229.50	32.40
20UPGPQ4617150	32.70	88.20	84.30	11.00	227.00	32.90
20UPGPQ4617153	33.20	87.70	84.30	11.50	231.50	33.40
20UPGPQ4617155	30.70	86.20	84.80	10.00	226.00	31.90
20UPGPQ4617156	30.20	88.70	82.80	13.50	225.00	33.40
20UPGPQ4617157	35.20	87.70	85.30	11.00	234.00	34.40
20UPGPQ4617158	32.70	87.70	84.80	12.00	230.00	31.90
20UPGPQ4617159	34.70	85.20	85.80	10.50	230.50	32.40
20UPGPQ4617160	36.70	88.70	85.30	10.50	234.50	33.90
20UPGPQ4617162	33.70	87.70	84.80	11.00	227.50	30.40
20UPGPQ4617163	32.20	87.20	84.80	12.00	227.50	30.40
20UPGPQ4617165	32.70	85.20	84.80	12.00	230.00	32.40
20UPGPQ4617167	34.70	87.20	83.80	10.50	225.50	29.90
20UPGPQ4617169	34.20	89.20	83.80	13.50	233.50	33.40
20UPGPQ4617170	34.70	86.20	84.80	11.00	233.00	32.40
20UPGPQ4617171	34.70	85.20	85.80	12.00	234.00	31.40
20UPGPQ4617172	35.20	86.70	84.80	12.50	236.50	33.90
20UPGPQ4617173	34.20	87.20	84.30	12.00	231.00	32.40
20UPGPQ4617176	33.20	86.70	85.30	11.50	233.00	32.40
20UPGPQ4617177	32.70	87.20	83.80	13.50	229.50	32.40
20UPGPQ4617178	33.20	88.20	82.80	13.00	228.00	30.90
20UPGPQ4617179	32.70	85.20	83.80	13.50	228.00	30.90
20UPGPQ4617181	35.20	86.70	84.80	13.00	236.00	34.90
20UPGPQ4617182	32.70	85.20	85.30	11.50	231.50	30.90
20UPGPQ4617183	31.70	86.70	84.80	12.00	230.50	30.90
20UPGPQ4617185	35.20	86.20	85.80	11.00	233.00	32.40
20UPGPQ4617186	31.20	87.20	83.80	12.00	227.00	30.90
20UPGPQ4617187	31.20	86.70	83.80	12.50	226.00	31.40
20UPGPQ4617188	32.20	87.20	84.30	12.00	228.50	30.40
20UPGPQ4617189	32.70	89.20	83.30	13.00	233.50	34.40
20UPGPQ4617190	31.20	86.70	83.80	11.00	226.00	30.90
20UPGPQ4617191	30.20	86.20	83.80	12.00	224.00	30.40
20UPGPQ4617192	30.70	85.20	84.30	11.00	225.00	28.40
20UPGPQ4617193	33.20	87.20	83.80	13.50	231.00	32.90
20UPGPQ4617194	32.70	87.20	84.80	13.50	231.00	32.90
20UPGPQ4617196	34.70	87.20	84.80	11.50	233.00	33.90
20UPGPQ4617198	32.20	86.70	83.80	12.50	227.50	29.40
20UPGPQ4617199	34.20	85.70	85.30	11.50	228.50	28.90
20UPGPQ4617200	34.70	84.20	85.80	10.00	232.00	30.40
20UPGPQ4617201	31.20	88.20	82.80	14.00	227.50	31.40
20UPGPQ4617202	31.70	88.20	84.30	13.50	227.50	29.90
20UPGPQ4617203	31.70	85.20	85.30	12.00	228.00	29.40
20UPGPQ4617204	34.70	94.20	83.80	13.00	232.00	31.40
20UPGPQ4617205	34.70	93.20	84.30	13.50	234.50	36.40
20UPGPQ4617206	31.70	89.70	85.30	13.00	229.00	31.90
20UPGPQ4617208	31.70	90.70	84.30	13.00	229.00	31.90
20UPGPQ4617209	34.20	93.20	84.80	12.50	233.50	34.40
20UPGPQ4617211	31.20	89.20	84.80	11.00	225.50	30.40
20UPGPQ4617212	30.70	89.70	85.30	11.00	226.50	28.90
20UPGPQ4617213	32.70	89.70	85.80	11.50	232.50	31.90
20UPGPQ4617214	28.20	91.20	84.80	13.50	225.50	30.90
20UPGPQ4617215	29.70	93.20	83.80	12.50	224.00	30.90
20UPGPQ4617216	31.70	91.20	83.80	12.00	225.50	30.90
20UPGPQ4617217	31.20	91.70	84.80	13.00	231.00	30.40
20UPGPQ4617218	32.70	93.20	84.30	13.00	229.50	28.90
20UPGPQ4617219	33.20	91.70	85.30	11.50	229.50	28.40
20UPGPQ4617222	33.20	91.70	85.30	11.50	229.50	28.40
20UPGPQ4617224	34.70	88.70	85.30	9.50	233.00	29.40
20UPGPQ4617225	33.20	92.70	85.30	12.50	235.00	32.90
20UPGPQ4617226	34.20	93.20	83.80	12.50	231.50	32.40
20UPGPQ4617227	33.70	93.20	84.30	12.50	233.50	32.90
20UPGPQ4617228	35.20	90.70	85.80	12.00	236.00	32.90
20UPGPQ4617229	34.20	93.70	85.30	12.50	234.00	33.40
20UPGPQ4617230	30.70	92.70	84.30	14.00	229.50	30.90
20UPGPQ4617231	31.20	91.70	84.80	13.50	229.00	29.40
20UPGPQ4617232	30.70	91.20	84.80	13.00	228.50	28.90
20UPGPQ4617233	34.20	93.20	83.30	14.50	234.00	34.40
20UPGPQ4617234	33.70	91.20	85.30	12.00	230.00	30.90
20UPGPQ4617235	32.20	91.70	84.80	13.00	229.50	30.90
20UPGPQ4617236	33.70	91.70	84.80	11.50	228.50	30.90
20UPGPQ4617237	37.20	92.70	84.30	12.00	237.50	35.40
20UPGPQ4617238	33.70	91.20	85.30	11.00	234.00	30.40
20UPGPQ4617239	33.70	89.20	83.80	10.50	230.00	28.90
20UPGPQ4617241	31.20	91.20	83.80	12.50	228.50	30.40
20UPGPQ4617242	30.70	90.70	83.80	12.00	226.50	26.90
20UPGPQ4617243	32.70	90.70	84.30	10.50	227.00	26.90
20UPGPQ4617245	31.20	89.70	84.30	10.50	229.50	30.90
20UPGPQ4617246	31.70	90.70	84.80	10.50	227.00	28.40
20UPGPQ4617248	34.70	91.20	84.30	10.00	230.00	30.90
20UPGPQ4617249	32.70	91.20	82.30	13.00	232.50	33.40
20UPGPQ4617251	33.20	90.20	82.30	12.00	230.50	31.90
20UPGPQ4618013	33.20	79.70	84.80	12.50	230.00	29.40
20UPGPQ4618014	35.20	80.70	84.80	10.50	229.00	27.90
20UPGPQ4618015	36.20	80.20	84.30	10.50	229.50	29.40
20UPGPQ4618016	36.20	79.70	84.30	10.50	232.00	31.40
20UPGPQ4618017	32.20	81.20	84.80	13.50	230.50	30.40
20UPGPQ4618018	33.20	82.20	84.30	11.50	228.00	27.90
20UPGPQ4618019	33.20	81.70	83.80	13.00	226.50	28.90
20UPGPQ4618020	34.20	80.20	84.80	12.00	229.50	29.40
20UPGPQ4618021	30.70	79.20	85.30	13.50	228.50	28.90
20UPGPQ4618022	32.70	81.20	84.80	12.00	226.50	26.90
20UPGPQ4618023	34.20	89.20	84.30	11.50	226.50	27.90
20UPGPQ4618024	33.20	90.20	84.30	12.00	227.50	29.40
20UPGPQ4618025	37.20	90.20	83.30	10.00	232.50	31.40
20UPGPQ4618026	35.20	89.20	83.30	10.00	229.50	30.40
20UPGPQ4618028	37.70	88.70	84.30	10.00	234.00	33.40
20UPGPQ4618029	33.20	88.70	84.80	11.00	231.00	29.40
20UPGPQ4618030	34.70	91.20	81.80	12.50	227.00	30.40
20UPGPQ4618031	35.20	91.20	83.80	12.00	229.00	29.40
20UPGPQ4618032	36.20	89.70	84.30	10.50	230.50	30.90
20UPGPQ4618033	32.20	90.20	84.30	12.00	230.00	30.40
20UPGPQ4618034	32.20	90.20	84.30	11.00	226.50	29.40
20UPGPQ4618035	33.70	88.70	84.80	9.00	227.00	27.90
20UPGPQ4618036	35.70	90.20	84.80	9.00	230.50	29.40
20UPGPQ4618037	37.20	88.70	84.80	10.00	236.00	32.90
20UPGPQ4618038	34.70	90.20	83.80	11.50	230.00	33.40
20UPGPQ4618039	33.70	88.70	83.80	11.00	230.50	31.40
20UPGPQ4618041	35.70	88.70	83.80	10.50	233.00	32.40
20UPGPQ4618042	32.70	91.20	84.80	11.00	226.50	28.90
20UPGPQ4618043	33.70	90.20	84.30	11.50	228.00	29.40
20UPGPQ4618044	33.20	89.70	83.80	11.00	228.00	30.40
20UPGPQ4618045	32.20	87.70	84.80	11.50	233.00	31.90
20UPGPQ4618046	32.20	89.20	84.80	9.50	227.50	28.40
20UPGPQ4618047	32.20	88.20	84.30	11.00	227.00	29.40
20UPGPQ4618048	33.20	90.20	82.30	11.50	225.50	29.90
20UPGPQ4618049	32.20	88.70	83.30	11.00	227.00	28.40
20UPGPQ4618050	34.70	89.70	83.80	9.00	225.00	25.90
20UPGPQ4618051	32.20	89.70	84.30	10.50	226.00	25.90
20UPGPQ4618052	34.20	88.70	83.30	11.00	228.50	28.40
20UPGPQ4618053	33.20	89.20	83.80	11.00	228.00	29.90
20UPGPQ4618054	31.20	87.70	83.30	11.00	225.00	28.40
20UPGPQ4618056	33.20	88.70	83.80	11.50	228.50	28.90
20UPGPQ4618058	32.20	89.20	83.30	10.00	228.00	28.90
20UPGPQ4618059	32.70	91.20	82.30	11.50	227.50	30.40
20UPGPQ4618060	35.20	89.70	83.80	10.50	232.00	29.90
20UPGPQ4618061	33.70	88.20	84.80	9.00	230.00	31.40
20UPGPQ4618062	30.70	90.70	83.80	10.50	225.00	28.40
20UPGPQ4618064	32.20	89.70	82.80	9.50	224.00	28.40
20UPGPQ4618065	34.20	90.20	83.80	10.00	231.00	32.40
20UPGPQ4618066	33.70	89.70	83.30	9.50	225.00	29.40
20UPGPQ4618067	34.20	90.70	83.80	9.50	225.50	30.40
20UPGPQ4618068	32.20	89.70	83.80	9.50	226.50	28.90
20UPGPQ4618069	33.70	89.20	83.80	10.50	232.50	32.90
20UPGPQ4618070	32.20	88.20	84.80	9.50	228.50	30.40
20UPGPQ4618071	34.70	88.20	83.80	9.50	229.00	31.40
20UPGPQ4618072	33.70	87.70	83.80	9.50	228.50	29.90
20UPGPQ4618074	31.20	88.20	84.30	10.00	223.00	27.90
20UPGPQ4618076	33.70	89.70	83.80	10.50	228.50	30.40
20UPGPQ4618077	32.70	89.20	83.80	11.00	227.50	30.90
20UPGPQ4618079	33.70	88.70	83.80	9.00	225.00	27.90
20UPGPQ4618081	34.70	88.20	83.30	11.00	230.00	31.40
20UPGPQ4618082	32.20	84.70	84.30	10.50	229.00	28.90
20UPGPQ4618083	33.70	87.70	83.80	11.00	229.50	29.90
20UPGPQ4618085	35.20	88.20	83.80	10.50	232.50	29.90
20UPGPQ4618086	32.70	88.20	82.80	11.00	226.50	29.40
20UPGPQ4618087	32.70	89.70	82.30	11.50	225.50	28.40
20UPGPQ4618088	33.20	88.20	83.80	11.00	226.00	27.90
20UPGPQ4618089	35.70	87.20	83.80	10.50	233.50	33.40
20UPGPQ4618090	33.20	87.20	84.80	10.00	227.50	29.40
20UPGPQ4618091	32.70	86.70	83.30	11.00	227.00	29.90
20UPGPQ4618094	33.70	87.70	83.30	11.50	231.50	31.90
20UPGPQ4618095	32.70	88.20	83.80	10.50	230.00	30.40
20UPGPQ4618097	31.20	90.20	81.80	13.50	231.00	34.40
20UPGPQ4618098	34.70	86.20	83.80	10.00	228.00	32.40
20UPGPQ4618099	32.70	86.20	83.80	11.00	229.50	31.90
20UPGPQ4618100	34.20	87.70	82.80	11.50	232.50	33.40
20UPGPQ4618101	31.70	88.70	81.80	12.00	227.00	32.40
20UPGPQ4618102	32.20	87.70	83.80	10.50	223.50	28.90
20UPGPQ4618104	34.20	85.20	82.80	10.50	228.00	32.40
20UPGPQ4618105	30.20	85.20	82.80	11.00	224.50	30.90
20UPGPQ4618106	30.70	84.70	82.80	10.50	223.00	29.40
20UPGPQ4618110	32.70	85.70	83.80	9.50	226.00	28.90
20UPGPQ4618111	30.70	85.70	82.80	11.00	225.00	28.90
20UPGPQ4618114	32.70	85.20	83.80	10.50	224.00	29.40
20UPGPQ4618115	32.20	90.70	84.30	12.00	225.00	30.90
20UPGPQ4618117	32.20	88.70	84.30	12.50	230.00	34.40
20UPGPQ4618118	31.20	86.20	84.30	12.00	226.00	29.40
20UPGPQ4618119	29.20	86.70	83.30	12.50	222.50	30.90
20UPGPQ4618120	31.70	89.20	83.30	11.00	225.00	31.40
20UPGPQ4618121	35.20	88.20	83.80	11.50	232.00	33.40
20UPGPQ4618122	32.70	87.70	83.30	12.50	227.50	31.90
20UPGPQ4618123	32.20	86.70	83.80	12.00	228.00	31.40
20UPGPQ4618124	33.20	89.70	83.80	12.50	229.00	30.40
20UPGPQ4618125	37.20	87.20	83.80	10.50	232.00	32.90
20UPGPQ4618126	32.70	88.70	83.30	11.50	226.50	30.40
20UPGPQ4618127	30.70	89.20	83.80	13.00	226.50	30.90
20UPGPQ4618128	31.70	86.70	85.30	11.50	227.00	27.40
20UPGPQ4618129	34.20	85.20	84.30	11.50	232.00	33.90
20UPGPQ4618130	32.20	89.20	83.30	12.50	226.00	29.90
20UPGPQ4618131	30.20	88.20	83.80	13.50	227.00	30.40
20UPGPQ4618132	33.20	86.20	84.30	12.00	225.50	29.90
20UPGPQ4618139	30.20	88.70	84.30	12.50	225.00	29.90
20UPGPQ4618140	31.70	87.70	84.30	11.50	226.50	30.90
20UPGPQ4618145	33.20	90.20	83.30	12.50	229.50	31.40
20UPGPQ4618146	32.70	87.70	83.80	12.00	226.50	28.90
20UPGPQ4618147	33.20	87.20	85.30	10.50	229.50	28.40
20UPGPQ4618148	34.70	87.70	85.80	10.00	232.00	30.90
20UPGPQ4618149	34.20	88.20	84.30	12.00	231.00	32.40
20UPGPQ4618150	32.20	89.20	83.80	12.00	230.00	30.90
20UPGPQ4618151	33.20	86.20	85.30	11.50	231.00	31.40
20UPGPQ4618152	35.20	87.70	85.80	11.50	234.00	32.40
20UPGPQ4618153	33.70	87.70	84.80	12.00	235.50	32.40
20UPGPQ4618154	33.70	89.20	84.30	12.50	234.50	32.90
20UPGPQ4618155	35.20	87.70	83.80	13.00	235.50	33.90
20UPGPQ4618156	35.20	87.70	85.30	12.50	237.50	32.90
20UPGPQ4618157	36.20	87.70	84.30	11.00	232.00	32.40
20UPGPQ4618158	31.20	87.70	84.30	12.00	228.00	29.90
20UPGPQ4618159	32.20	87.20	84.30	12.00	227.50	29.40
20UPGPQ4618160	32.20	86.70	84.80	11.00	228.00	29.90
20UPGPQ4618161	33.70	88.70	84.80	12.50	233.50	33.40
20UPGPQ4618162	32.70	88.20	84.30	12.00	228.50	30.40
20UPGPQ4618163	32.70	88.70	83.30	12.00	228.00	31.90
20UPGPQ4618164	32.70	85.70	85.30	10.50	230.00	29.90
20UPGPQ4618165	37.20	88.70	82.80	12.50	235.50	35.40
20UPGPQ4618166	33.70	86.20	84.80	11.50	234.00	32.40
20UPGPQ4618167	33.20	86.70	84.30	12.50	231.50	31.90
20UPGPQ4618168	33.70	88.70	83.80	13.50	233.50	32.90
20UPGPQ4618169	33.20	86.70	84.80	11.50	228.50	28.90
20UPGPQ4618171	31.20	87.20	84.30	12.00	226.00	27.90
20UPGPQ4618172	35.20	86.20	84.80	11.50	229.50	29.90
20UPGPQ4618174	32.20	86.70	84.80	12.50	225.50	30.40
20UPGPQ4618175	32.70	86.20	84.30	12.50	225.50	28.90
20UPGPQ4618176	33.20	86.70	85.30	11.50	228.50	31.40
20UPGPQ4618177	33.20	86.20	83.80	12.00	228.50	31.40
20UPGPQ4618178	32.20	87.20	84.80	12.50	228.00	29.90
20UPGPQ4618179	32.20	87.70	84.30	12.50	229.00	30.90
20UPGPQ4618180	33.20	85.70	84.30	13.00	231.00	31.40
20UPGPQ4618181	32.70	86.70	85.30	12.50	231.50	30.90
20UPGPQ4618182	30.20	71.20	82.80	13.50	227.00	29.40
20UPGPQ4618183	30.70	71.20	83.80	12.00	226.00	27.90
20UPGPQ4618184	31.70	72.70	83.80	12.00	228.00	28.90
20UPGPQ4618186	32.70	69.70	83.30	10.00	224.50	28.90
20UPGPQ4618187	32.20	71.70	83.30	11.00	224.50	28.40
20UPGPQ4618188	32.20	70.70	82.30	11.00	224.00	29.90
20UPGPQ4618189	32.20	73.20	82.80	12.50	230.00	31.90
20UPGPQ4618190	31.70	73.20	82.30	12.50	228.00	30.90
20UPGPQ4618191	30.70	73.20	83.30	10.50	226.50	27.90
20UPGPQ4618192	31.70	70.20	84.30	10.50	226.50	28.40
20UPGPQ4618193	36.20	71.70	82.30	10.50	227.50	30.40
20UPGPQ4618195	34.70	74.20	81.80	12.00	228.00	32.40
20UPGPQ4618196	35.70	72.20	82.30	11.00	231.50	32.90
20UPGPQ4618197	32.70	69.70	83.80	10.50	226.00	28.40
20UPGPQ4618198	33.20	70.70	82.80	11.00	224.00	28.40
20UPGPQ4618199	33.20	70.20	82.80	10.00	225.00	28.40
20UPGPQ4618200	34.20	70.20	83.80	11.00	231.00	29.40
20UPGPQ4618201	34.20	71.70	80.80	12.00	225.00	31.40
20UPGPQ4618202	33.70	70.70	81.80	11.00	224.00	29.90
20UPGPQ4618203	33.20	70.70	81.30	12.00	224.00	29.90
20UPGPQ4618204	33.20	71.70	82.80	11.50	228.00	29.40
20UPGPQ4618205	36.20	71.20	81.80	12.50	230.50	32.90
20UPGPQ4618206	35.70	71.70	82.30	11.00	226.00	29.90
20UPGPQ4618207	34.20	72.70	82.80	11.50	229.00	31.90
20UPGPQ4618208	36.70	71.70	83.30	10.00	233.00	32.90
20UPGPQ4618209	35.70	71.20	82.80	10.50	228.00	30.90
20UPGPQ4618210	33.20	71.70	82.30	11.50	224.50	29.90
20UPGPQ4618211	34.20	73.70	82.80	11.00	227.00	29.40
20UPGPQ4618212	34.20	71.70	83.30	11.00	228.50	30.40
20UPGPQ4618213	33.20	70.70	82.30	11.00	226.00	30.90
20UPGPQ4618214	33.70	72.70	81.80	10.50	222.50	29.40
20UPGPQ4618215	34.20	72.20	82.30	11.00	224.00	28.90
20UPGPQ4618217	36.70	72.70	81.80	11.50	229.50	33.40
20UPGPQ4618219	33.70	71.20	83.30	10.00	226.00	29.40
20UPGPQ4618221	35.70	72.70	82.30	10.00	228.50	31.90
20UPGPQ4618222	32.70	72.70	82.30	12.00	223.50	29.90
20UPGPQ4618223	33.70	72.20	82.80	10.00	223.00	27.90
20UPGPQ4618224	34.70	72.70	83.30	9.50	225.00	28.40
20UPGPQ4618225	34.20	73.20	81.30	11.50	227.50	32.40
20UPGPQ4618226	32.20	73.20	82.30	11.00	223.50	29.40
20UPGPQ4618227	32.20	72.70	82.80	11.00	224.00	28.40
20UPGPQ4618229	34.70	72.70	82.80	10.50	229.00	28.90
20UPGPQ4618230	34.20	73.70	83.30	10.00	225.50	27.40
20UPGPQ4618232	34.70	73.70	84.30	10.00	231.50	27.90
20UPGPQ4618233	31.70	74.20	82.30	12.00	227.50	30.40
20UPGPQ4618234	33.20	74.20	82.80	11.00	226.50	29.40
20UPGPQ4618235	34.20	73.20	83.30	9.00	227.00	29.90
20UPGPQ4618236	36.20	72.70	83.80	10.00	229.00	29.90
20UPGPQ4618238	34.20	74.70	81.80	11.50	229.00	31.40
20UPGPQ4618239	34.70	71.70	84.30	10.00	230.50	29.90
20UPGPQ4618240	35.70	74.70	82.80	10.50	232.50	31.40
20UPGPQ4618241	35.20	74.70	82.80	9.50	228.00	30.90
20UPGPQ4618242	31.20	70.20	84.30	9.00	225.00	26.90
20UPGPQ4618243	31.70	73.70	83.80	10.50	224.50	28.90
20UPGPQ4618244	31.20	74.70	82.30	11.00	223.50	27.90
20UPGPQ4618245	35.70	72.70	83.80	9.50	230.00	31.90
20UPGPQ4618248	33.20	77.70	82.30	10.00	226.00	28.40
20UPGPQ4618250	33.20	75.20	82.80	9.50	228.00	28.90
20UPGPQ4618251	33.20	75.70	82.80	10.00	228.00	29.40
20UPGPQ4618252	33.20	73.20	81.30	11.50	227.50	29.90
20UPGPQ4619019	30.70	73.70	83.80	11.00	218.00	29.90
20UPGPQ4619020	30.70	73.70	83.80	12.50	220.00	31.90
20UPGPQ4619023	30.70	74.20	84.30	11.00	221.00	30.40
20UPGPQ4619031	30.70	72.70	84.30	10.50	219.00	30.40
20UPGPQ4619032	31.20	73.20	84.30	11.00	221.00	30.90
20UPGPQ4619035	30.20	74.20	83.30	10.50	217.50	30.90
20UPGPQ4619036	30.70	72.70	86.30	9.00	220.50	28.40
20UPGPQ4619042	30.20	73.20	83.80	11.50	217.00	30.40
20UPGPQ4619043	32.20	72.70	84.80	10.00	219.00	29.90
20UPGPQ4619044	32.70	73.20	83.30	11.00	219.00	30.90
20UPGPQ4620013	31.70	73.20	84.80	11.50	223.00	30.90
20UPGPQ4620014	32.20	73.70	84.30	11.00	220.50	30.40
20UPGPQ4620015	31.20	73.20	84.30	11.50	220.50	31.40
20UPGPQ4620016	32.70	73.20	86.30	10.50	224.00	29.40
20UPGPQ4620017	32.70	74.20	84.80	11.50	223.50	30.90
20UPGPQ4620018	29.70	73.20	85.30	12.00	221.00	29.40
20UPGPQ4620019	30.70	74.20	84.30	11.50	219.50	28.90
20UPGPQ4620021	31.20	75.70	83.30	13.00	224.00	32.90
20UPGPQ4620022	30.20	72.70	83.30	12.00	221.00	29.90
20UPGPQ4620023	29.20	74.70	84.80	12.00	221.00	28.90
20UPGPQ4621013	32.70	72.70	84.80	10.50	222.50	30.40
20UPGPQ4621014	30.70	72.70	84.80	10.50	218.00	29.40
20UPGPQ4621015	30.70	73.70	84.30	11.50	218.50	31.40
20UPGPQ4621017	32.20	72.70	83.80	12.00	223.00	31.40
20UPGPQ4621018	28.70	72.20	82.80	12.00	217.50	29.40
20UPGPQ4621019	30.20	73.20	83.80	11.00	218.50	29.90
20UPGPQ4621020	31.70	72.20	84.30	10.00	218.50	29.40
20UPGPQ4621021	30.70	71.20	84.30	10.50	220.50	29.40
20UPGPQ4621022	30.20	74.20	81.80	13.00	217.50	29.90
20UPGPQ4621023	29.20	72.20	83.80	11.00	218.00	29.90
20UPGPQ4621026	30.70	79.20	84.80	11.00	219.00	28.40
20UPGPQ4621034	30.70	80.20	83.80	13.00	223.50	31.40
20UPGPQ4621041	32.20	80.70	84.80	10.50	221.50	31.90
20UPGPQ4621146	33.70	79.70	84.30	12.00	221.50	33.40
20UPGPQ4621150	32.20	80.20	84.30	11.50	220.50	31.90
20UPGPQ4621171	31.20	81.70	83.30	13.00	218.00	30.40
20UPGPQ4621182	34.70	80.70	84.30	12.00	222.00	30.90
20UPGPQ4621194	31.20	79.70	84.80	12.50	223.00	33.90
20UPGPQ4621198	32.70	80.20	83.30	12.00	219.00	32.90
20UPGPQ4622013	30.70	72.70	83.80	11.00	219.00	31.40
20UPGPQ4622014	30.20	75.20	83.30	11.00	217.00	29.40
20UPGPQ4622015	32.70	72.70	84.30	9.50	219.00	29.40
20UPGPQ4622016	32.20	73.70	84.30	11.00	220.00	29.90
20UPGPQ4622017	31.70	73.20	84.30	10.00	219.50	29.40
20UPGPQ4622018	30.70	74.20	82.80	12.50	216.50	28.90
20UPGPQ4622019	30.20	73.70	83.30	11.50	218.00	28.40
20UPGPQ4622020	32.20	75.20	82.30	12.50	220.00	29.40
20UPGPQ4622021	33.20	74.20	83.80	10.50	220.00	29.40
20UPGPQ4622022	30.20	75.20	83.30	11.50	216.50	27.90
20UPGPQ4622023	32.70	80.20	83.30	12.50	219.00	30.40
20UPGPQ4622024	32.20	80.70	82.80	12.50	219.50	31.40
20UPGPQ4622025	31.20	80.70	84.30	12.00	219.00	29.90
20UPGPQ4622028	32.70	80.70	84.30	11.00	221.50	29.40
20UPGPQ4622029	32.20	79.20	85.30	11.00	221.00	29.90
20UPGPQ4622030	30.70	81.70	84.30	12.50	218.00	29.90
20UPGPQ4622031	31.70	80.20	84.80	11.50	220.50	29.90
20UPGPQ4622032	33.70	81.20	83.80	11.00	221.50	31.90
20UPGPQ4622033	33.20	80.70	83.30	12.50	222.50	31.90
20UPGPQ4622034	30.70	82.20	83.80	12.50	221.50	30.40
20UPGPQ4622036	34.70	80.70	83.80	10.50	224.00	30.90
20UPGPQ4622037	34.20	80.20	84.80	11.00	221.50	31.90
20UPGPQ4622038	31.20	80.70	84.30	12.00	219.00	28.90
20UPGPQ4622039	31.20	79.20	84.30	12.50	219.00	30.40
20UPGPQ4622040	32.70	81.20	84.30	12.00	219.00	30.90
20UPGPQ4622041	34.20	79.70	84.30	11.00	221.00	30.90
20UPGPQ4622042	32.70	79.20	85.30	11.50	217.50	28.90
20UPGPQ4622043	32.70	81.70	84.30	12.50	217.00	29.40
20UPGPQ4622044	32.70	82.20	84.80	12.00	219.00	29.40
20UPGPQ4622048	32.70	80.20	84.80	10.50	217.00	28.40
20UPGPQ4622049	34.20	79.70	84.30	12.00	222.00	30.90
20UPGPQ4622051	34.20	80.20	83.30	12.00	219.00	31.90
20UPGPQ4622053	33.70	80.20	83.80	13.00	222.00	31.40
20UPGPQ4622054	32.70	79.70	83.80	12.50	219.50	29.90
